id,model,year_of_manufacture,mileage,count_trip,last_maintenance_date,to
26029,Chevrolet Aveo,2020,204088,509576,2024-07-19,0
26030,Nissan Note,2022,114022,264996,2024-08-31,0
26031,KIA Spectra,2020,231192,529092,2024-04-25,0
26032,Chevrolet Aveo,2018,386555,700350,2024-09-12,0
26033,Chevrolet Lacetti,2022,133150,298022,2024-09-27,0
26034,EXEED TXL,2021,189501,325632,2024-09-15,0
26035,EXEED TXL,2021,225588,426792,2024-09-21,0
26036,Renault Logan,2023,76532,106247,2024-02-10,0
26037,Kia Rio,2022,100290,218692,2024-07-23,0
26038,Chevrolet Lacetti,2022,101494,209048,2024-11-04,0
26039,Hyundai Solaris,2023,58912,148181,2024-07-13,0
26040,Renault Logan,2013,392895,700045,2024-09-20,0
26041,Chery Tiggo 4,2013,399920,581805,2024-08-05,0
26042,Volkswagen Polo,2021,178104,342909,2024-12-12,0
26043,Renault Logan,2016,323535,533615,2024-08-06,0
26044,Chery Tiggo 7 Pro,2022,102488,263720,2024-04-16,0
26045,Kia Rio,2021,219378,336432,2024-06-19,0
26046,Kia Rio,2024,6309,2003,2024-01-04,0
26047,Geely Tugella,2014,317015,697155,2024-09-21,0
26048,LADA (VAZ) Vesta,2014,315385,661175,2024-11-29,0
26049,Chevrolet Aveo,2021,213918,357339,2024-07-25,0
26050,Renault Logan,2020,218424,482984,2024-10-23,0
26051,Chevrolet Aveo,2022,142720,246096,2024-09-28,0
26052,Volkswagen Polo,2023,66606,127671,2024-04-26,0
26053,Chery Tiggo 7 Pro,2024,16081,7499,2023-12-20,0
26054,Chevrolet Aveo,2017,327490,520220,2024-10-23,0
26055,Chery Tiggo 4,2023,66396,110414,2024-02-02,0
26056,Chery Tiggo 7 Pro,2024,21829,8185,2024-01-08,0
26057,KIA Spectra,2017,274995,674450,2024-10-10,0
26058,Renault Logan,2020,223780,430728,2024-08-22,0
26059,KIA Spectra,2024,20649,4345,2024-03-26,0
26060,Kia Rio,2021,210510,343671,2024-10-24,0
26061,Geely Tugella,2023,65648,128330,2024-12-07,0
26062,Geely Tugella,2023,77706,141536,2024-05-25,0
26063,Hyundai Solaris,2021,191172,429309,2024-07-06,0
26064,KIA Spectra,2021,206436,341088,2024-01-27,0
26065,Nissan Note,2020,248872,519820,2024-10-01,0
26066,Renault Logan,2023,74892,137092,2024-07-05,0
26067,Renault Logan,2020,239184,453656,2024-11-14,0
26068,Kia Rio,2020,202824,461456,2024-01-23,0
26069,Chery Tiggo 7 Pro,2020,295080,486376,2024-07-17,0
26070,KIA Spectra,2021,156690,341253,2024-01-19,0
26071,Chery Tiggo 7 Pro,2022,140944,247528,2024-07-13,0
26072,Nissan Note,2024,9964,27785,2024-08-23,0
26073,Chery Tiggo 7 Pro,2023,72430,149953,2024-06-27,0
26074,Chevrolet Lacetti,2019,277110,523370,2024-09-20,0
26075,Volkswagen Polo,2021,173070,418071,2024-05-21,0
26076,Geely Tugella,2013,340865,616785,2024-09-10,0
26077,Nissan Note,2013,274380,698525,2024-08-11,0
26078,Geely Tugella,2020,296376,564684,2023-12-30,0
26079,Chevrolet Lacetti,2016,267220,642785,2024-09-13,0
26080,Volkswagen Polo,2016,371975,514830,2024-09-24,0
26081,KIA Spectra,2017,275200,575810,2024-09-10,0
26082,Chevrolet Aveo,2024,28025,15550,2024-08-03,0
26083,Chevrolet Lacetti,2019,353695,682110,2024-07-02,0
26084,Hyundai Solaris,2021,224976,303762,2024-02-15,0
26085,Chevrolet Aveo,2024,4752,104,2024-06-15,0
26086,Hyundai Accent,2024,4586,14520,2024-04-27,0
26087,Hyundai Solaris,2013,255475,678930,2024-10-19,0
26088,Volkswagen Polo,2024,5322,28776,2024-04-08,0
26089,Renault Logan,2013,340740,667670,2024-10-17,0
26090,EXEED TXL,2021,167253,328167,2024-10-17,0
26091,Hyundai Accent,2016,359990,703905,2024-10-17,0
26092,EXEED TXL,2020,255996,556160,2024-06-05,0
26093,Kia Rio,2022,131922,265748,2024-02-10,0
26094,Haval F7,2021,181104,354066,2024-11-11,0
26095,Hyundai Solaris,2019,396205,605390,2024-08-14,0
26096,Volkswagen Polo,2013,322465,613520,2024-09-21,0
26097,Nissan Note,2016,277995,606565,2024-06-21,0
26098,LADA (VAZ) Vesta,2013,373555,675215,2024-10-27,0
26099,LADA (VAZ) Vesta,2022,157990,261802,2023-12-20,0
26100,Haval F7,2020,315440,436464,2024-10-24,0
26101,EXEED TXL,2024,24346,7105,2024-03-18,0
26102,Kia Rio,2016,398465,588490,2024-08-15,0
26103,Haval F7,2023,51000,139614,2024-11-04,0
26104,EXEED TXL,2019,268490,639515,2024-09-26,0
26105,Hyundai Accent,2014,396145,542130,2024-10-05,0
26106,Chevrolet Lacetti,2020,200492,580032,2024-10-24,0
26107,Chery Tiggo 4,2022,136816,221536,2024-10-23,0
26108,Nissan Note,2014,391040,501925,2024-11-22,0
26109,EXEED TXL,2023,50402,122494,2024-07-18,0
26110,Kia Rio,2021,193821,320493,2024-04-10,0
26111,KIA Spectra,2021,207573,448653,2024-08-05,0
26112,Chevrolet Aveo,2016,349280,660510,2024-10-30,0
26113,Hyundai Solaris,2023,66071,120803,2024-07-16,0
26114,EXEED TXL,2021,223791,308355,2024-11-01,0
26115,Chevrolet Aveo,2020,294620,466688,2024-03-09,0
26116,Chery Tiggo 4,2013,399920,728465,2024-06-27,0
26117,Haval F7,2023,53351,102861,2024-07-09,0
26118,Volkswagen Polo,2022,145598,215018,2024-11-12,0
26119,Nissan Note,2022,130088,288442,2024-08-13,0
26120,Renault Logan,2018,312270,577100,2024-11-12,0
26121,Chery Tiggo 4,2018,385715,665455,2024-09-25,0
26122,LADA (VAZ) Vesta,2024,29429,23898,2024-08-23,0
26123,Chevrolet Aveo,2024,19245,13902,2024-09-28,0
26124,Chevrolet Lacetti,2015,283915,669405,2024-09-30,0
26125,LADA (VAZ) Vesta,2017,396095,647635,2024-08-26,0
26126,Kia Rio,2024,3997,25012,2024-04-22,0
26127,Hyundai Solaris,2018,372220,722015,2024-08-09,0
26128,Kia Rio,2022,114758,259524,2024-10-08,0
26129,Chevrolet Aveo,2018,286755,730575,2024-08-14,0
26130,Haval F7,2022,129792,250302,2024-06-12,0
26131,Haval F7,2014,296980,556560,2024-11-13,0
26132,Chery Tiggo 7 Pro,2015,346070,716895,2024-08-01,0
26133,Hyundai Accent,2020,214388,592204,2024-04-07,0
26134,Haval F7,2022,144982,250514,2024-03-10,0
26135,KIA Spectra,2020,303512,563344,2024-05-15,0
26136,Chevrolet Lacetti,2023,76112,130297,2023-12-30,0
26137,EXEED TXL,2019,335320,688185,2024-08-25,0
26138,Nissan Note,2021,201408,441333,2024-09-06,0
26139,Chery Tiggo 7 Pro,2024,12156,28168,2024-01-12,0
26140,Kia Rio,2021,208263,419526,2024-12-05,0
26141,Renault Logan,2018,354285,563685,2024-07-31,0
26142,Haval F7,2021,187029,335364,2024-06-12,0
26143,KIA Spectra,2021,221535,337314,2024-06-09,0
26144,Haval F7,2021,185193,337875,2024-05-31,0
26145,Volkswagen Polo,2017,278755,681760,2024-09-29,0
26146,Chevrolet Lacetti,2021,228273,333471,2024-07-27,0
26147,Geely Tugella,2023,75388,110467,2024-02-16,0
26148,Renault Logan,2018,251080,611705,2024-11-06,0
26149,KIA Spectra,2023,72587,120538,2024-03-24,0
26150,Hyundai Solaris,2023,76143,128300,2024-07-24,0
26151,Chery Tiggo 4,2022,151264,234430,2024-06-04,0
26152,Chery Tiggo 4,2020,294372,514944,2024-03-23,0
26153,LADA (VAZ) Vesta,2015,312755,510940,2024-08-13,0
26154,EXEED TXL,2020,307556,417192,2024-09-03,0
26155,Hyundai Accent,2021,216780,313146,2024-07-04,0
26156,Renault Logan,2017,384155,714740,2024-09-03,0
26157,Haval F7,2024,28615,6090,2024-07-06,0
26158,Nissan Note,2018,337050,505115,2024-07-13,0
26159,Geely Tugella,2023,60511,117308,2024-02-21,0
26160,Chery Tiggo 7 Pro,2022,119416,270844,2024-10-18,0
26161,Haval F7,2024,6144,7351,2024-04-29,0
26162,Hyundai Solaris,2018,381295,747965,2024-11-10,0
26163,Hyundai Accent,2021,173028,308562,2024-09-19,0
26164,Renault Logan,2024,23573,28758,2024-05-05,0
26165,Geely Tugella,2019,268970,728515,2024-11-17,0
26166,Nissan Note,2024,19918,14086,2024-01-22,0
26167,Hyundai Solaris,2024,22949,15036,2024-10-23,0
26168,Kia Rio,2019,339820,544340,2024-11-25,0
26169,Geely Tugella,2017,333695,591260,2024-09-23,0
26170,Hyundai Accent,2015,367255,666005,2024-08-12,0
26171,Chery Tiggo 4,2024,10709,9442,2024-10-27,0
26172,Haval F7,2022,124874,238428,2024-02-25,0
26173,Renault Logan,2023,78877,125070,2024-09-08,0
26174,LADA (VAZ) Vesta,2020,253548,509428,2024-08-18,0
26175,Renault Logan,2020,309944,453532,2024-02-10,0
26176,Chery Tiggo 4,2023,66458,142182,2024-04-09,0
26177,Volkswagen Polo,2020,203008,597972,2024-03-15,0
26178,EXEED TXL,2019,357580,543430,2024-10-19,0
26179,Nissan Note,2017,331130,737705,2024-07-08,0
26180,Chery Tiggo 4,2024,13966,2191,2024-05-03,0
26181,KIA Spectra,2016,338865,658240,2024-12-10,0
26182,Kia Rio,2022,106276,228692,2024-04-18,0
26183,KIA Spectra,2021,202491,437757,2024-01-09,0
26184,Haval F7,2024,18665,15854,2024-01-23,0
26185,Nissan Note,2022,114230,262226,2024-04-21,0
26186,Haval F7,2020,201552,584788,2024-09-14,0
26187,Geely Tugella,2017,378775,577940,2024-10-01,0
26188,LADA (VAZ) Vesta,2016,336715,609315,2024-07-27,0
26189,EXEED TXL,2023,70054,107042,2024-03-24,0
26190,Chevrolet Lacetti,2023,75849,114063,2024-09-30,0
26191,Chevrolet Aveo,2022,158784,264516,2024-01-23,0
26192,Chevrolet Lacetti,2018,292025,565160,2024-08-19,0
26193,Hyundai Accent,2024,19676,11487,2024-01-11,0
26194,Chevrolet Aveo,2015,286485,517395,2024-08-16,0
26195,Chery Tiggo 7 Pro,2016,265220,693665,2024-12-06,0
26196,Geely Tugella,2021,171981,392727,2024-06-26,0
26197,Hyundai Accent,2020,201340,423840,2024-11-14,0
26198,Geely Tugella,2021,227244,357966,2024-09-09,0
26199,Kia Rio,2014,368715,683245,2024-12-11,0
26200,Geely Tugella,2021,157773,352536,2023-12-26,0
26201,Haval F7,2017,339955,717685,2024-12-10,0
26202,Chevrolet Aveo,2023,60495,139183,2024-11-25,0
26203,Geely Tugella,2022,131822,297724,2024-07-24,0
26204,Renault Logan,2023,54536,107309,2024-12-02,0
26205,Kia Rio,2021,165144,371517,2024-08-17,0
26206,Chery Tiggo 4,2019,345265,618410,2024-07-14,0
26207,Haval F7,2017,325255,572845,2024-12-02,0
26208,Geely Tugella,2018,372090,730670,2024-12-03,0
26209,Chery Tiggo 7 Pro,2015,319095,724375,2024-08-07,0
26210,EXEED TXL,2017,312790,580040,2024-10-10,0
26211,Chery Tiggo 4,2022,151806,259268,2024-03-21,0
26212,Nissan Note,2023,70976,131261,2024-04-06,0
26213,Chery Tiggo 4,2020,262252,514048,2024-01-11,0
26214,Chery Tiggo 4,2023,67545,114192,2024-04-23,0
26215,Nissan Note,2015,337540,747515,2024-08-20,0
26216,Renault Logan,2024,1614,26114,2024-04-29,0
26217,Volkswagen Polo,2020,234880,498120,2024-08-04,0
26218,Chevrolet Aveo,2020,227020,566480,2024-10-28,0
26219,Chery Tiggo 4,2024,29592,24348,2024-08-27,0
26220,Chevrolet Lacetti,2021,218709,352134,2024-02-06,0
26221,LADA (VAZ) Vesta,2013,328510,711755,2024-11-28,0
26222,Geely Tugella,2013,307415,743090,2024-10-10,0
26223,Chevrolet Aveo,2023,73108,147346,2024-03-26,0
26224,Chevrolet Lacetti,2013,262925,546160,2024-09-28,0
26225,Chevrolet Aveo,2023,62068,144751,2024-09-12,0
26226,Haval F7,2023,59245,121094,2024-03-20,0
26227,Volkswagen Polo,2023,65382,105550,2024-05-19,0
26228,Hyundai Accent,2019,338540,635930,2024-09-16,0
26229,Haval F7,2019,277580,533255,2024-08-06,0
26230,Chery Tiggo 4,2017,262900,732220,2024-11-05,0
26231,Hyundai Accent,2021,184482,328461,2024-10-06,0
26232,Hyundai Accent,2023,71749,110257,2024-11-18,0
26233,Chery Tiggo 7 Pro,2017,305200,505565,2024-09-23,0
26234,Hyundai Accent,2022,150706,274038,2024-08-14,0
26235,Nissan Note,2022,140864,294778,2024-11-14,0
26236,Chery Tiggo 7 Pro,2020,296344,559716,2024-04-02,0
26237,Chery Tiggo 4,2015,399685,725705,2024-08-15,0
26238,Renault Logan,2016,266130,726260,2024-11-12,0
26239,Nissan Note,2021,173853,366252,2024-06-16,0
26240,EXEED TXL,2013,365755,631310,2024-11-20,0
26241,Hyundai Accent,2017,363025,687780,2024-11-10,0
26242,Hyundai Accent,2018,352655,552170,2024-11-20,0
26243,Chevrolet Aveo,2024,16060,11128,2024-12-13,0
26244,KIA Spectra,2024,18592,17224,2024-02-15,0
26245,Hyundai Solaris,2024,8126,13145,2024-07-21,0
26246,Kia Rio,2013,325095,694285,2024-10-27,0
26247,Renault Logan,2020,227420,454888,2024-08-30,0
26248,Nissan Note,2020,226080,527408,2024-12-10,0
26249,Chery Tiggo 4,2022,127424,286722,2023-12-31,0
26250,Chery Tiggo 4,2021,201495,427701,2024-01-12,0
26251,Chery Tiggo 7 Pro,2022,120494,274270,2024-05-14,0
26252,Kia Rio,2013,396535,742045,2024-08-06,0
26253,EXEED TXL,2018,251490,743955,2024-06-23,0
26254,EXEED TXL,2022,150122,240558,2024-09-17,0
26255,Renault Logan,2015,382275,707955,2024-10-04,0
26256,Chevrolet Lacetti,2013,332550,564735,2024-09-26,0
26257,Hyundai Solaris,2024,29908,21499,2024-08-30,0
26258,Haval F7,2023,64888,125521,2024-02-14,0
26259,Hyundai Accent,2022,145930,243336,2024-05-17,0
26260,LADA (VAZ) Vesta,2022,126480,253834,2024-04-13,0
26261,Volkswagen Polo,2015,367200,605950,2024-09-16,0
26262,Hyundai Solaris,2014,342440,644525,2024-08-31,0
26263,Hyundai Solaris,2014,306115,641025,2024-10-17,0
26264,Renault Logan,2020,213436,417148,2024-09-26,0
26265,Hyundai Solaris,2023,58445,129737,2023-12-19,0
26266,Haval F7,2019,354830,708745,2024-08-19,0
26267,Hyundai Solaris,2014,252985,591845,2024-10-13,0
26268,Chevrolet Aveo,2017,314055,628590,2024-09-21,0
26269,Chevrolet Lacetti,2023,51807,132681,2024-06-27,0
26270,Haval F7,2022,158510,286038,2023-12-23,0
26271,Geely Tugella,2020,279212,460720,2024-02-17,0
26272,Chery Tiggo 4,2020,264740,459420,2024-12-11,0
26273,Nissan Note,2024,14692,15092,2024-07-18,0
26274,Hyundai Solaris,2024,3646,19462,2024-02-20,0
26275,Nissan Note,2022,118486,209364,2024-06-21,0
26276,LADA (VAZ) Vesta,2020,240416,597292,2024-09-17,0
26277,KIA Spectra,2022,113302,206910,2024-10-25,0
26278,LADA (VAZ) Vesta,2020,202016,591812,2024-10-09,0
26279,KIA Spectra,2022,133172,248822,2024-10-22,0
26280,Chevrolet Aveo,2016,371280,501405,2024-11-10,0
26281,KIA Spectra,2013,265195,729940,2024-10-09,0
26282,Kia Rio,2024,17482,29411,2024-02-13,0
26283,Chery Tiggo 7 Pro,2022,154006,286484,2024-02-24,0
26284,Renault Logan,2021,233793,430779,2024-11-17,0
26285,Renault Logan,2017,393980,549955,2024-07-12,0
26286,Nissan Note,2022,142914,260660,2024-08-07,0
26287,Haval F7,2021,155016,378294,2024-03-02,0
26288,KIA Spectra,2024,10963,27999,2024-01-16,0
26289,EXEED TXL,2019,304540,655165,2024-06-21,0
26290,KIA Spectra,2020,211208,591380,2024-12-09,0
26291,KIA Spectra,2013,336560,611580,2024-11-13,0
26292,LADA (VAZ) Vesta,2022,130614,249210,2024-07-27,0
26293,EXEED TXL,2019,293745,711130,2024-11-17,0
26294,EXEED TXL,2020,203336,598888,2024-02-29,0
26295,Hyundai Solaris,2021,151125,395472,2024-02-19,0
26296,Chevrolet Aveo,2014,317010,525065,2024-10-18,0
26297,KIA Spectra,2022,118566,219230,2024-10-04,0
26298,Haval F7,2021,221697,383007,2023-12-23,0
26299,KIA Spectra,2022,125556,234946,2024-01-08,0
26300,KIA Spectra,2016,285905,705170,2024-08-09,0
26301,Renault Logan,2014,349755,500420,2024-11-04,0
26302,LADA (VAZ) Vesta,2014,383525,580865,2024-09-07,0
26303,Geely Tugella,2019,257515,532925,2024-10-14,0
26304,Hyundai Accent,2019,307665,511345,2024-08-21,0
26305,Hyundai Accent,2023,52008,128731,2024-08-11,0
26306,Geely Tugella,2015,369915,673430,2024-11-17,0
26307,Hyundai Accent,2022,131910,224300,2024-05-07,0
26308,Hyundai Solaris,2024,13282,5018,2023-12-30,0
26309,Hyundai Solaris,2020,238664,591764,2024-02-05,0
26310,Haval F7,2020,319572,489092,2024-10-17,0
26311,Haval F7,2021,237441,419790,2024-08-14,0
26312,Renault Logan,2016,257335,611340,2024-12-10,0
26313,Haval F7,2023,75385,149510,2024-07-27,0
26314,Haval F7,2024,19973,20082,2024-03-28,0
26315,Chery Tiggo 4,2020,311144,569200,2024-05-21,0
26316,Chery Tiggo 7 Pro,2020,319620,539652,2024-01-02,0
26317,Kia Rio,2022,136318,208318,2024-08-12,0
26318,Geely Tugella,2021,156720,360312,2024-10-29,0
26319,Chevrolet Aveo,2019,388505,681805,2024-11-12,0
26320,Chery Tiggo 7 Pro,2023,75941,136739,2024-07-11,0
26321,KIA Spectra,2024,5745,11974,2024-06-25,0
26322,Volkswagen Polo,2014,299070,557385,2024-11-18,0
26323,Haval F7,2024,28536,17667,2024-10-13,0
26324,Haval F7,2023,78157,111334,2024-06-06,0
26325,Geely Tugella,2015,302530,689480,2024-11-08,0
26326,Hyundai Accent,2021,220032,322533,2024-11-03,0
26327,Chery Tiggo 7 Pro,2024,19923,11694,2024-01-21,0
26328,Hyundai Solaris,2020,286588,431016,2024-10-04,0
26329,Haval F7,2022,138906,256250,2024-06-10,0
26330,Haval F7,2022,134120,291228,2024-06-20,0
26331,Hyundai Solaris,2021,155442,428829,2024-04-11,0
26332,LADA (VAZ) Vesta,2014,256415,654990,2024-07-09,0
26333,EXEED TXL,2021,228339,340656,2024-04-10,0
26334,Chery Tiggo 7 Pro,2019,341680,689535,2024-07-25,0
26335,Volkswagen Polo,2021,168288,399423,2024-02-05,0
26336,Chery Tiggo 4,2023,62313,123299,2024-07-18,0
26337,Chevrolet Aveo,2020,315816,432648,2024-09-26,0
26338,Nissan Note,2022,119470,208630,2024-06-27,0
26339,Chevrolet Lacetti,2023,67500,107257,2024-12-08,0
26340,Kia Rio,2022,104076,253020,2023-12-30,0
26341,Haval F7,2022,156212,288518,2024-08-14,0
26342,Nissan Note,2023,67500,100764,2024-07-25,0
26343,Kia Rio,2019,311245,697750,2024-10-17,0
26344,Geely Tugella,2021,234339,449955,2024-05-02,0
26345,Chery Tiggo 4,2023,75738,142920,2024-05-28,0
26346,Chevrolet Lacetti,2020,257644,530900,2024-12-01,0
26347,Renault Logan,2024,3903,26917,2024-09-30,0
26348,Kia Rio,2017,291855,714160,2024-08-04,0
26349,Chery Tiggo 7 Pro,2015,304965,544055,2024-08-28,0
26350,Kia Rio,2017,259290,724810,2024-07-22,0
26351,Haval F7,2022,142198,207350,2024-02-29,0
26352,LADA (VAZ) Vesta,2021,172926,394044,2024-04-02,0
26353,Nissan Note,2020,228584,595632,2024-04-24,0
26354,Chery Tiggo 7 Pro,2018,293180,716540,2024-09-13,0
26355,LADA (VAZ) Vesta,2024,20267,7389,2023-12-22,0
26356,KIA Spectra,2023,75060,125461,2024-08-01,0
26357,Geely Tugella,2023,69929,137804,2024-08-29,0
26358,Chery Tiggo 4,2023,63761,134744,2024-01-15,0
26359,Hyundai Accent,2022,131352,239702,2024-10-05,0
26360,Hyundai Solaris,2019,281610,662050,2024-07-19,0
26361,Hyundai Solaris,2016,375950,574035,2024-09-24,0
26362,Geely Tugella,2015,268430,535480,2024-11-18,0
26363,Chevrolet Lacetti,2024,9409,25095,2024-05-09,0
26364,KIA Spectra,2017,261340,503770,2024-09-20,0
26365,Hyundai Accent,2015,267550,700535,2024-08-29,0
26366,Chery Tiggo 7 Pro,2017,262685,651335,2024-09-26,0
26367,Volkswagen Polo,2019,267285,563020,2024-10-08,0
26368,Haval F7,2021,220158,422031,2024-10-09,0
26369,Chery Tiggo 7 Pro,2023,78672,135837,2024-02-07,0
26370,Chevrolet Aveo,2024,17980,4854,2024-01-22,0
26371,EXEED TXL,2016,270485,560910,2024-09-06,0
26372,Chery Tiggo 7 Pro,2019,304755,631085,2024-10-13,0
26373,Renault Logan,2024,7339,21044,2024-04-05,0
26374,Hyundai Solaris,2021,193494,347367,2024-09-29,0
26375,LADA (VAZ) Vesta,2021,229218,428055,2024-09-14,0
26376,Chery Tiggo 4,2013,383235,670270,2024-07-29,0
26377,Hyundai Accent,2016,328830,703235,2024-09-27,0
26378,Chery Tiggo 4,2017,299200,748430,2024-11-18,0
26379,Chevrolet Aveo,2020,255792,431560,2024-05-28,0
26380,Geely Tugella,2021,156978,424467,2024-06-01,0
26381,Chevrolet Aveo,2017,394590,673000,2024-09-04,0
26382,Chevrolet Lacetti,2021,184206,353976,2024-03-22,0
26383,Haval F7,2013,287280,640500,2024-08-30,0
26384,Hyundai Accent,2021,189927,351414,2024-06-27,0
26385,Chery Tiggo 4,2015,389260,520700,2024-06-28,0
26386,Haval F7,2022,126070,255312,2024-02-22,0
26387,Nissan Note,2024,18344,852,2024-02-10,0
26388,Nissan Note,2024,9589,1025,2024-06-07,0
26389,Hyundai Solaris,2022,130606,267640,2024-10-28,0
26390,LADA (VAZ) Vesta,2014,282040,726215,2024-10-30,0
26391,Chevrolet Lacetti,2022,143602,286632,2024-08-23,0
26392,Haval F7,2017,281465,658890,2024-12-08,0
26393,Chevrolet Aveo,2017,374110,589920,2024-12-08,0
26394,Geely Tugella,2023,64053,127760,2024-08-20,0
26395,Chery Tiggo 7 Pro,2022,131964,223812,2024-01-04,0
26396,Renault Logan,2013,393910,572610,2024-07-22,0
26397,Volkswagen Polo,2019,292785,596480,2024-07-02,0
26398,Chevrolet Lacetti,2022,113686,270800,2024-12-01,0
26399,LADA (VAZ) Vesta,2015,387285,509210,2024-08-06,0
26400,KIA Spectra,2024,12477,12536,2024-08-25,0
26401,Chevrolet Aveo,2020,293052,599596,2024-11-01,0
26402,Chery Tiggo 7 Pro,2019,353850,739515,2024-07-19,0
26403,Hyundai Solaris,2013,359200,725195,2024-08-22,0
26404,Chevrolet Aveo,2016,256525,677310,2024-08-15,0
26405,Volkswagen Polo,2019,338145,735005,2024-12-10,0
26406,Geely Tugella,2018,293915,529285,2024-08-28,0
26407,Chevrolet Lacetti,2022,122858,244492,2023-12-20,0
26408,Kia Rio,2016,309405,588770,2024-11-19,0
26409,Renault Logan,2024,4496,18111,2024-07-31,0
26410,Chery Tiggo 7 Pro,2023,74933,112402,2024-11-05,0
26411,Geely Tugella,2017,350135,530430,2024-08-05,0
26412,Hyundai Accent,2017,303500,583840,2024-06-30,0
26413,Geely Tugella,2020,200976,464044,2024-09-11,0
26414,Chery Tiggo 7 Pro,2016,356210,518375,2024-09-10,0
26415,Haval F7,2024,16501,29130,2024-10-27,0
26416,Chevrolet Lacetti,2024,4635,7049,2024-09-24,0
26417,Chevrolet Aveo,2021,237225,433710,2024-02-18,0
26418,Nissan Note,2013,298230,684305,2024-09-08,0
26419,Chery Tiggo 7 Pro,2021,233994,340809,2024-08-09,0
26420,EXEED TXL,2021,229209,368061,2024-04-05,0
26421,Chevrolet Lacetti,2017,325420,638755,2024-07-03,0
26422,Chery Tiggo 4,2019,364975,719535,2024-08-20,0
26423,Hyundai Solaris,2023,52103,148119,2024-10-04,0
26424,Chery Tiggo 4,2021,152589,369765,2024-01-22,0
26425,Chevrolet Aveo,2013,288850,647875,2024-11-28,0
26426,Chery Tiggo 7 Pro,2019,305415,677075,2024-09-07,0
26427,Kia Rio,2021,169386,333114,2024-10-19,0
26428,Nissan Note,2015,388235,705690,2024-10-07,0
26429,Chevrolet Aveo,2021,181434,361575,2024-01-02,0
26430,Haval F7,2020,247456,500248,2024-09-27,0
26431,Chery Tiggo 7 Pro,2016,334425,570325,2024-10-27,0
26432,Hyundai Accent,2021,222789,379938,2024-05-18,0
